,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
1965,Facebook,Finland,Northern Europe,Western Europe,30-34,32.0,Female,Programmer,Analyst,Analyst,2 - 5 years,3.5,"$40,000 - $50,000",45000.0,4.41,Python; R; Scala; SQL,Python; R,No,4.0,Freelance / Contractor,Consulting,1-4 employees,1-4 people,1,Part-time remote,I love my job,A friend referred me,IntelliJ; RStudio,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1-2 hours per week,Dogs,Mac OS X,I don't know,I don't have an account,Once a month,To pursue career goals,"On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); PhD in Computer Science (or related field)",I am actively looking for a new job,Salary; Opportunity for advancement; Company reputation; Flexible work hours,Finding an open job that I'm qualified for,70%,Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Agree completely,Neutral,Agree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Interacting with stupid people; Unspecific requirements; Trying to be nice,To get help for my job; To receive help on my personal projects
2002,Facebook,Finland,Northern Europe,Western Europe,50-59,54.5,Male,Developer; Programmer,"Executive (VP of Eng., CTO, CIO, etc.)","Executive (VP of Eng., CTO, CIO, etc.)",11+ years,13.0,"$20,000 - $30,000",25000.0,4.41,,,Yes,6.0,Employed full-time,Retail,10-19 employees,1-4 people,0,I rarely work remotely,I love my job,Career fair,,Multiple times a day,None,Cats,Windows 7,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,Facebook,Finland,Northern Europe,Western Europe,25-29,27.0,Male,Developer; Programmer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,Unemployed,,4.41,Android; C; Java; JavaScript; PHP; WordPress,Android; PHP; WordPress,Yes,6.0,I'm a student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,Facebook,Finland,Northern Europe,Western Europe,35-39,37.0,Male,Sr. Developer; Expert,Back-end web developer,Back-end web developer,11+ years,13.0,"$60,000 - $70,000",65000.0,4.41,JavaScript; PHP; ReactJS; WordPress,WordPress,No,8.0,Other (please specify),Internet,5-9 employees,5-9 people,1,Part-time remote,I'm somewhat satisfied with my job,Self-employed - I created my own job,Sublime,Multiple times a day,2-5 hours per week,Cats,Mac OS X,Other (please specify),1,Once a day,I want to be a better developer,I'm self-taught; Industry certification program,"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Tech stack; Remote working option,Searching for a job that seems interesting,20%,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Prepare me for who I will be speaking with,Star Trek,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Agree somewhat,Disagree somewhat,Disagree completely,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Poor scheduling; Unrealistic expectations; Interacting with stupid people,To get help for my job
3387,Facebook,Finland,Northern Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,Unemployed,,4.41,Node.js; PHP,JavaScript; Node.js; Python; ReactJS,Yes,6.0,I'm a student,,,,,,,,IntelliJ; PhpStorm,A couple times a week,10-20 hours per week,Dogs,Mint,Yes,101 - 500,Multiple times a day,I want to be a better developer,I'm self-taught; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Company size; Work/life balance; Quality of colleagues; Company culture; Flexible work hours,Writing cover letters,60%,Show me more live code,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree somewhat,Neutral,Disagree somewhat,Disagree somewhat,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Fragile code base; Poor scheduling; Unrealistic expectations; Interacting with stupid people; Changing requirements; Unspecific requirements,To get help for my job; To receive help on my personal projects
4204,Facebook,Finland,Northern Europe,Western Europe,25-29,27.0,Male,,System administrator,System administrator,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,4.41,"AngularJS; Cloud (AWS, GAE, Azure, etc.); Go; LAMP; MongoDB; Node.js; PHP; Python; SQL","Clojure; Cloud (AWS, GAE, Azure, etc.); Go; MongoDB; Node.js; Python; ReactJS; Redis",No,6.0,Employed full-time,Telecommunications,10-19 employees,5-9 people,0,Part-time remote,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Sublime; IntelliJ,A couple times a week,10-20 hours per week,Cats,Mac OS X,Yes,I don't have an account,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Opportunity for advancement; Company culture; Flexible work hours,Taking time off work to interview,50%,Show me more live code; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Neutral,Agree somewhat,Agree completely,Disagree somewhat,Disagree somewhat,Agree somewhat,Neutral,Agree somewhat,Agree completely,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Inefficient development processes; Poor scheduling; Outdated technologies,To get help for my job; To receive help on my personal projects; Beacause I love to learn
4447,Facebook,Finland,Northern Europe,Western Europe,25-29,27.0,Male,Developer; Programmer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$30,000 - $40,000",35000.0,4.41,Java; JavaScript; SQL,Java; JavaScript; SQL; Swift,Other (please specify),4.0,Employed full-time,Web Services,100-499 employees,10-14 people,1,I rarely work remotely,I love my job,A friend referred me,Sublime; Vim; Eclipse,Multiple times a day,2-5 hours per week,Other (please specify),Ubuntu,Yes,I don't have an account,Multiple times a day,I want to be a better developer,,I am not interested in new job opportunities,Salary; Tech stack; Company culture,The interview process,10%,Show me more live code; Fewer brainteasers,Star Trek,Neutral,Agree completely,Agree completely,Agree completely,Disagree completely,Disagree completely,Agree somewhat,Neutral,Agree somewhat,Disagree completely,I don't care about this,This is somewhat important,I don't care about this,This is very important,This is somewhat important,This is very important,I don't care about this,I don't care about this,I don't care about this,I don't care about this,Inefficient development processes; Poor infrastructure or equipment,To get help for my job; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
4673,Facebook,Finland,Northern Europe,Western Europe,25-29,27.0,Male,Developer; Programmer; Full-stack Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$30,000 - $40,000",35000.0,4.41,AngularJS; Cordova; Java; JavaScript; SQL; SQL Server,F#; Java; JavaScript; ReactJS; Scala,Yes,6.0,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,Facebook,Finland,Northern Europe,Western Europe,35-39,37.0,Male,Developer; Programmer; Sr. Developer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$70,000 - $80,000",75000.0,4.41,"Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Scala",Android; Node.js; ReactJS; Scala,Yes,8.0,Self-employed,Media / Advertising,1-4 employees,5-9 people,1,I rarely work remotely,I love my job,Contacted by company (in-house recruiter),Sublime; IntelliJ,Multiple times a day,5-10 hours per week,,Windows 10,Yes,2 - 100,Once a week,To keep my skills up to date,I'm self-taught; On-the-job training; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues,Searching for a job that seems interesting,30%,,Star Trek,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Agree somewhat,Disagree completely,Neutral,Agree completely,Disagree somewhat,Disagree completely,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,I don't care about this,Poor documentation; Corporate policies; Outdated technologies; Non-technical management,To receive help on my personal projects
4991,Facebook,Finland,Northern Europe,Western Europe,30-34,32.0,Male,Developer; Programmer; Rockstar; Expert; Full-stack Developer,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,,,4.41,Go; JavaScript; MongoDB; Node.js; PHP; ReactJS; WordPress,Go; iOS; JavaScript; Node.js; ReactJS,Yes,8.0,Self-employed,Web Services,I am not part of a company,I am not on a team,"I am not on a ""team""",Full-time remote,I love my job,Self-employed - I created my own job,Sublime; Vim,Once a day,1-2 hours per week,,Mac OS X,Yes,I'm not sure,Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; Some college coursework in Computer Science (or related field),I am actively looking for a new job,Salary; Tech stack; Company size; Work/life balance; Office location; Company culture; Remote working option; Flexible work hours; Building something that's innovative,Writing my CV and keeping it updated,70%,Show me more live code; interview_coffee; Show me the space in which I will work,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree somewhat,Neutral,Agree completely,Agree somewhat,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,Outdated technologies; Changing requirements; Unspecific requirements,whyso_onlinepresence
5193,Facebook,Finland,Northern Europe,Western Europe,25-29,27.0,Male,Sr. Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$40,000 - $50,000",45000.0,4.41,AngularJS; JavaScript; MongoDB; Node.js,Clojure; JavaScript; Node.js,Yes,6.0,Employed full-time,Consulting,100-499 employees,5-9 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Atom; Sublime,Once a day,5-10 hours per week,Dogs,Windows 10,Yes,I'm not sure,Multiple times a day,I'm curious,Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Company culture,Taking time off work to interview,30%,Introduce me to the boss; Introduce me to the team; Show me the space in which I will work,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Neutral,Disagree completely,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Corporate policies; Outdated technologies; Poor infrastructure or equipment,To get help for my job; To receive help on my personal projects
