,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
27694,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Engineer; Rockstar; Guru; Expert; Hacker,Data scientist,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",1 - 2 years,1.5,"$50,000 - $60,000",55000.0,3.86,Cassandra; Hadoop; Java; MongoDB; R,Cassandra; Java; MongoDB; Python; R; Scala; Spark,No,4.0,Employed full-time,Consulting,20-99 employees,5-9 people,1,Never,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,NetBeans; RStudio,Multiple times a day,None,Dogs,Ubuntu,Yes,101 - 500,Multiple times a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; Some college coursework in Computer Science (or related field)",I am actively looking for a new job,Company culture; Building something that's significant; Building something that's innovative,Taking time off work to interview,70%,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team,,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Neutral,Disagree completely,Disagree somewhat,Disagree completely,Agree somewhat,Disagree completely,I don't care about this,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,Unrealistic expectations; Poor documentation; Interacting with stupid people,Because I can't do my job without it; Beacause I love to learn
27831,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer,Student,Student,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,3.86,Java; JavaScript; Python; SQL,C++,Yes,8.0,Employed full-time,Software Products,20-99 employees,1-4 people,1,I rarely work remotely,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Eclipse,A couple times a week,1-2 hours per week,Other (please specify),Windows 7,Yes,1,Once a day,To keep my skills up to date,I'm self-taught; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Company size; Work/life balance; Office location; Quality of colleagues; Company culture; Flexible work hours,The interview process,10%,Be more flexible about interview scheduling; Introduce me to the team,Star Wars,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Neutral,Disagree completely,Agree somewhat,Agree somewhat,Agree completely,Neutral,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Poor documentation; Interacting with stupid people,To give help to others; To communicate with others like me; Beacause I love to learn
27851,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Developer; Programmer,Student,Student,6 - 10 years,8.0,"Less than $10,000",5000.0,3.86,iOS; JavaScript; Objective-C; PHP; SQL,Android; C#; iOS; Java; Objective-C; SQL,No,7.0,Employed part-time,I'm a student,I am not part of a company,I am not on a team,"I am not on a ""team""",I rarely work remotely,I'm somewhat satisfied with my job,Career fair,Notepad++; TextMate; Eclipse; PyCharm; Visual Studio; Xcode,A few times a month,1-2 hours per week,,Mac OS X,I don't know,"501 - 1,000",Once a day,I want to be a better developer,Part-time program (e.g. night school); Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Company culture; Company reputation,Searching for a job that seems interesting,70%,Show me more live code; Fewer brainteasers,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree completely,Disagree completely,Agree completely,Agree completely,Disagree somewhat,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,I don't care about this,Inefficient development processes; Corporate policies; Limited resources,To give help to others; Because I can't do my job without it; To discover new job opportunities; To communicate with others like me; Beacause I love to learn
27895,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Programmer,Embedded application developer,Embedded application developer,2 - 5 years,3.5,"$60,000 - $70,000",65000.0,3.86,C; C++,Rust,Yes,7.0,Employed full-time,Automotive,"5,000-9,999 employees",5-9 people,0,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Emacs; Vim,Multiple times a day,5-10 hours per week,Cats,Debian,Yes,"1,001 - 5,000",Once a week,I'm curious,I'm self-taught; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Health insurance; Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours,Finding an open job that I'm qualified for,,Show me more live code; Introduce me to the team; interview_coffee; Show me the space in which I will work; Fewer brainteasers,Star Trek,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree somewhat,Neutral,Neutral,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor scheduling; Unrealistic expectations; Interacting with stupid people; Changing requirements; Unspecific requirements,To get help for my job; To give help to others; To demonstrate that I'm good at what I do; To receive help on my personal projects
27910,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Developer; Programmer,Student,Student,2 - 5 years,3.5,Unemployed,,3.86,Arduino / Raspberry Pi; C; iOS; Java; MongoDB; Node.js; PHP; Python; Redis; SQL; Swift,Arduino / Raspberry Pi; C; iOS; Java; MongoDB; Node.js; Objective-C; PHP; Python; Redis; SQL; Swift,Other (please specify),8.0,I'm a student,,,,,,,,Vim; Eclipse; Xcode,A couple times a week,10-20 hours per week,Cats,Mac OS X,Other (please specify),101 - 500,Multiple times a day,Other (please specify),I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Opportunity for advancement; Building something that's innovative,Finding an open job that I'm qualified for,Other (please specify),Show me more live code; Introduce me to the team; Show me the space in which I will work,,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree somewhat,Agree somewhat,Disagree somewhat,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,Inefficient development processes; Fragile code base; Outdated technologies,To give help to others; To receive help on my personal projects; Beacause I love to learn
27950,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Programmer; Manager,Engineering manager,Engineering manager,2 - 5 years,3.5,"$60,000 - $70,000",65000.0,3.86,C++; Java; MongoDB; Python; SQL,MongoDB; Python,Yes,6.0,Employed full-time,Consulting,100-499 employees,10-14 people,2,I rarely work remotely,I'm somewhat satisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; PyCharm,Multiple times a day,10-20 hours per week,Cats,Windows 10,Yes,I don't have an account,Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Work/life balance; Quality of colleagues; Company culture,Writing cover letters,20%,Introduce me to the team; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Agree completely,Disagree completely,Neutral,Agree somewhat,Disagree somewhat,Disagree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,This is very important,I don't care about this,I don't care about this,Poor team dynamics; Non-technical management,To receive help on my personal projects; Beacause I love to learn
27981,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27995,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,40-49,44.5,Male,Developer; Engineer; Programmer; Sr. Developer; Expert,Back-end web developer,Back-end web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,3.86,C++; C#,C++; C#; Clojure; Haskell; Java; Rust,,7.0,Employed full-time,Finance / Banking,20-99 employees,5-9 people,1,Never,I'm neither satisfied nor dissatisfied,Other,Notepad++; Visual Studio,Multiple times a day,None,Cats,Windows 7,Yes,"1,001 - 5,000",Multiple times a day,I'm curious,On-the-job training; Some college coursework in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Work/life balance; Office location; Quality of colleagues; Company culture; Flexible work hours,Writing cover letters,50%,Show me the space in which I will work; Fewer brainteasers,Star Wars; Star Trek,Agree somewhat,Neutral,Agree completely,Neutral,Disagree completely,Disagree completely,Disagree somewhat,Disagree completely,Agree completely,Disagree completely,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,Fragile code base; Poor documentation; Outdated technologies,To get help for my job; To give help to others; Beacause I love to learn
28031,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,40-49,44.5,Male,Developer; Programmer,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28067,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Programmer; Sr. Developer; Guru; Expert; Full-stack Developer; Hacker,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Engineer; Programmer; Sr. Developer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,Rather not say,,3.86,Android; Java; JavaScript; Python,Arduino / Raspberry Pi; Go; iOS; Ruby,No,8.0,Employed full-time,Software Products,"10,000+ employees",5-9 people,"I am not on a ""team""",I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Android Studio,Multiple times a day,1-2 hours per week,Cats,Windows 8,Yes,"1,001 - 5,000",Once a day,To keep my skills up to date,On-the-job training; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Remote working option,Taking time off work to interview,10%,Show me more live code; Introduce me to the boss; Fewer brainteasers,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Agree somewhat,Disagree completely,Agree completely,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Unrealistic expectations; Outdated technologies; Changing requirements; Unspecific requirements,Because I can't do my job without it; whyso_onlinepresence; To demonstrate that I'm good at what I do
